chr	pos	cm
9	153566585	88.8
9	153676221	89
9	153755961	89.2
9	153823771	89.4
9	153892434	89.6
9	153981469	89.8
9	154070582	90
9	154157862	90.2
9	154245590	90.4
9	154334103	90.6
9	154423654	90.8
9	154602770	91.2
9	154932778	91.8
9	155145855	92.2
9	155199706	92.4
9	155294982	92.6
9	155394014	92.8
9	155480877	93
9	155569723	93.2
9	155636464	93.4
9	155704611	93.6
9	155763102	93.8
9	155828171	94
9	155945962	94.4
9	156004352	94.6
9	156140385	95
9	156222111	95.2
9	156299462	95.4
9	156374115	95.6
9	156447530	95.8
9	156524259	96
9	156598040	96.2
9	156678848	96.4
9	156753749	96.6
9	156826270	96.8
9	156900970	97
9	156974473	97.2
9	157049619	97.4
9	157128026	97.6
9	157190279	97.8
9	157270312	98
9	157311462	98.2
9	157346306	98.4
9	157390223	98.6
9	157449614	98.8
9	157485542	99
9	157525756	99.2
9	157570139	99.4
9	157614521	99.6
9	157702595	100
9	157746988	100.2
9	157792423	100.4
9	157836594	100.6
9	157921102	101
9	157947892	101.2
9	157988057	101.4
9	158005792	101.6
9	158045797	102.2
9	158072586	102.4
9	158099381	102.6
9	158126175	102.8
9	158177092	103
9	158235991	103.2
9	158303045	103.6
9	158366433	103.8
9	158406393	104
9	158479275	104.2
9	158530011	104.4
9	158576549	104.6
9	158673220	105
9	158724713	105.4
9	158826951	105.6
9	158877689	105.8
9	158928920	106
9	158978759	106.2
9	159029488	106.4
9	159080207	106.6
9	159129908	106.8
9	159180867	107
9	159230930	107.2
9	159421802	107.4
9	159461382	107.6
9	159502558	108
9	159582563	108.2
9	159625682	108.4
9	159664822	108.6
9	159706882	108.8
9	159760656	109
9	159791422	109.2
9	159829665	109.4
9	159869252	109.6
9	159909915	109.8
9	159949194	110
9	159988775	110.2
9	160029277	110.4
9	160068812	110.6
9	160173042	111.2
9	160214132	111.4
9	160253741	111.6
9	160336427	112
9	160376013	112.2
9	160415600	112.4
9	160455072	112.6
9	160496574	112.8
9	160535158	113
9	160563914	113.2
9	160647356	113.6
9	160700879	113.8
9	160739421	114
9	160779773	114.2
9	160819361	114.4
9	160858947	114.6
9	160914723	114.8
9	160974379	115
9	161029393	115.2
9	161089549	115.4
9	161155322	115.8
9	161282630	116.2
9	161385066	116.8
9	161502055	117.2
9	161557705	117.4
9	161613953	117.6
9	161669287	117.8
9	161725313	118
9	161773202	118.2
9	161829167	118.4
9	161873829	118.6
9	161939680	118.8
9	162020819	119.2
9	162111367	119.4
9	162166675	119.6
9	162221400	119.8
9	162271503	120
9	162330716	120.2
9	162444880	120.6
9	162491006	120.8
9	162546778	121
9	162602536	121.2
9	162658305	121.4
9	162716429	121.6
9	162772210	121.8
9	162827109	122
9	162884050	122.2
		
		
10	120233	-6.4
10	181092	-6.2
10	242582	-6
10	301783	-5.8
10	361360	-5.6
10	420461	-5.4
10	481057	-5.2
10	540080	-5
10	600823	-4.8
10	668097	-4.6
10	718770	-4.4
10	776860	-4.2
10	832397	-4
10	893682	-3.8
10	951674	-3.6
10	1018742	-3.4
10	1087331	-3.2
10	1103151	-3
10	1212868	-2.8
10	1272013	-2.6
10	1310435	-2.4
10	1389671	-2.2
10	1438612	-2
10	1554613	-1.6
10	1613753	-1.4
10	1672896	-1.2
10	1732025	-1
10	1788958	-0.8
10	1861303	-0.6
10	1922732	-0.4
10	1996448	-0.2
10	2004663	3.05E-15
10	2060729	0.2
10	2119170	0.4
10	2175668	0.6
10	2232164	0.8
10	2290313	1
10	2335310	1.2
10	2407383	1.4
10	2450847	1.6
10	2490429	1.8
10	2565009	2
10	2634656	2.2
10	2694026	2.4
10	2795984	2.8
10	2965669	3.4
10	3022232	3.6
10	3083231	3.8
10	3199133	4.2
10	3255944	4.4
10	3314152	4.6
10	3468330	5.2
10	3533512	5.4
10	3581094	5.6
10	3644940	6
10	3704448	6.2
10	3717314	6.4
10	3814333	6.8
10	3866108	7
10	3904634	7.2
10	3944680	7.4
10	3988987	7.6
10	4026327	7.8
10	4063288	8
10	4139926	8.4
10	4179564	8.6
10	4214137	8.8
10	4242901	9
10	4272281	9.2
10	4301662	9.4
10	4332241	9.6
10	4361618	9.8
10	4390839	10
10	4420226	10.2
10	4449738	10.4
10	4478627	10.6
10	4501367	10.8
10	4592289	11
10	4614675	11.4
10	4643359	11.6
10	4671904	11.8
10	4701200	12
10	4730481	12.2
10	4758898	12.4
10	4796037	12.6
10	4855056	13
10	4881568	13.2
10	4925032	13.4
10	4956078	13.6
10	4984809	13.8
10	5014052	14
10	5047551	14.2
10	5082165	14.4
10	5113991	14.6
10	5143370	14.8
10	5169613	15
10	5232817	15.4
10	5267988	15.6
10	5328755	15.8
10	5357471	16
10	5380635	16.2
10	5414996	16.4
10	5505668	16.6
10	5540671	16.8
10	5572207	17
10	5583797	17.4
10	5619021	17.6
10	5645933	17.8
10	5687557	18
10	5726751	18.2
10	5758774	18.4
10	5785745	18.6
10	5822859	18.8
10	5858255	19
10	5915947	19.4
10	5950399	19.6
10	6099526	20.2
10	6140941	20.4
10	6194486	20.8
10	6243956	21
10	6338952	21.2
10	6459766	21.4
10	6607212	21.6
10	6734757	21.8
10	6868125	22
10	7011990	22.2
10	7262512	22.4
10	7387918	22.6
10	7508305	22.8
10	7657164	23
10	7789442	23.2
10	7913157	23.4
10	8041951	23.6
10	8170480	23.8
10	8700586	24.2
10	8967136	24.4
10	9229553	24.6
10	9310928	24.8
10	9387123	25
10	9515682	25.2
10	9637428	25.6
10	9726633	25.8
10	9813375	26
10	9890877	26.2
10	9971323	26.4
10	10049203	26.6
10	10131657	26.8
10	10212640	27
10	10300242	27.2
10	10435998	27.4
10	10465992	27.6
10	10547930	27.8
10	10627962	28
10	10707978	28.2
10	10855064	28.4
10	11066967	28.6
10	11322327	28.8
10	11558582	29
10	11743611	29.2
10	11942465	29.4
10	12171296	29.6
10	12373969	29.8
10	12602448	30
10	12807018	30.2
10	13024739	30.4
10	13233721	30.6
10	13439773	30.8
10	13603704	31
10	13772167	31.2
10	13937650	31.4
10	14093259	31.6
10	14259748	31.8
10	14430941	32
10	14595071	32.2
10	15092733	32.4
10	15439080	32.6
10	15734783	32.8
10	16007948	33
10	16477743	33.2
10	17688493	33.6
10	19434628	33.8
10	20193287	34
10	20986420	34.2
10	21752876	34.4
10	22537195	34.6
10	23251587	34.8
10	23971211	35
10	24827111	35.2
10	25589558	35.4
10	26258400	35.6
		
10	36951292	36
10	54290858	36.2
10	65519211	36.4
10	69972035	36.6
10	74140003	36.8
10	74676791	37
10	75324751	37.2
10	75936348	37.4
10	76529549	37.6
10	77108694	37.8
10	77768349	38
10	78342310	38.2
10	78957822	38.4
10	79827604	38.6
10	80696163	38.8
10	82368558	39.2
10	83168099	39.4
10	84463196	39.6
10	85324816	39.8
10	87231431	40.2
10	88220958	40.4
10	88877118	40.6
10	89718253	41
10	90993159	41.2
10	92129654	41.4
10	94765267	41.8
10	96031841	42
10	97394877	42.2
10	98823314	42.4
10	100165603	42.6
10	101128073	42.8
10	101435904	43
10	101756150	43.2
10	105393488	43.4
10	109193636	43.6
10	110358862	43.8
10	111601121	44
10	112586510	44.2
10	113418605	44.4
10	114186958	44.6
10	114809560	44.8
10	115421317	45
10	116114961	45.2
10	116733843	45.4
10	117350471	45.6
10	118008837	45.8
10	118620894	46
10	119228926	46.2
10	119849358	46.4
10	120291391	46.6
10	120509779	46.8
10	121612299	47
10	122511777	47.2
10	123473632	47.4
10	123959011	47.6
10	124407462	47.8
10	125000871	48
10	125695859	48.2
10	126269857	48.4
10	126883379	48.6
10	127083629	48.8
10	127437560	49
10	127721382	49.2
10	128068307	49.4
10	128379506	49.6
10	128762955	49.8
10	129115773	50
10	129480971	50.2
10	130168864	50.6
10	130534348	50.8
10	130836852	51
10	131197892	51.2
10	131567501	51.4
10	132275949	51.8
10	132636446	52
10	132787581	52.2
10	132885497	52.4
10	133075775	52.6
10	133233417	52.8
10	133374535	53
10	133507916	53.2
10	133633289	53.4
10	133760222	53.6
10	134038302	54
10	134144504	54.2
10	134268892	54.4
10	134405291	54.6
10	134547966	54.8
10	134623027	55
10	134778480	55.2
10	134897614	55.4
10	135049319	55.6
10	135133130	55.8
10	135244757	56
10	135397349	56.2
10	135604555	56.4
10	135755499	56.6
10	135914735	56.8
10	136064155	57
10	136228562	57.2
10	136385934	57.4
10	136539687	57.6
10	136700839	57.8
10	136876113	58
10	137069334	58.2
10	137163142	58.4
10	137280014	58.6
10	137396512	58.8
10	137511001	59
10	137626024	59.2
10	137724116	59.4
10	138216684	60.2
10	138343456	60.4
10	138460173	60.6
10	138579201	60.8
10	138691225	61
10	138817926	61.2
10	138940793	61.4
10	139033181	61.6
10	139123783	61.8
10	139186029	62
10	139318024	62.2
10	139402066	62.4
10	139567941	62.8
10	139646939	63
10	139730633	63.2
10	139836349	63.4
10	139892814	63.6
10	139969418	63.8
10	140028712	64
10	140118040	64.2
10	140323491	64.4
10	140696186	64.6
10	140790568	64.8
10	140886303	65
10	140979577	65.2
10	141064267	65.4
10	141169105	65.6
10	141259499	65.8
10	141349657	66
10	141520504	66.4
10	141638341	66.6
10	141694374	66.8
10	141786322	67
10	141877039	67.2
10	142734018	69
10	142819480	69.2
10	142889811	69.4
10	142930800	71.2
10	143000319	71.4
10	143088698	71.6
10	143178410	71.8
10	143225366	72
10	143439183	72.4
10	143500662	72.6
10	143560961	72.8
10	143643661	73
10	143718603	73.2
10	143790973	73.4
10	143862296	73.6
10	143931753	73.8
10	143996377	74
10	144075579	74.2
10	144156740	74.4
10	144228559	74.6
10	144300577	74.8
10	144370189	75
10	144444780	75.2
10	144501206	75.4
10	144559433	75.6
10	144613689	75.8
10	144667927	76
10	144721682	76.2
10	144775278	76.4
10	144804046	76.6
10	144867875	76.8
10	144919502	77
10	144974327	77.2
10	145028664	77.4
10	145083815	77.6
10	145100589	78.4
10	145307126	78.6
10	145351110	78.8
10	145402337	79
10	145457381	79.2
10	145473588	79.4
10	145565989	79.6
10	145620811	79.8
10	145675636	80
10	145730703	80.2
10	145784057	80.4
10	145836473	80.6
10	145960765	80.8
10	146135668	81
10	146315310	81.2
10	146613639	81.4
10	146672604	81.6
10	146742843	81.8
10	146852253	82
10	146920963	82.2
10	146968551	82.4
10	147029924	82.6
10	147099135	82.8
10	147120242	83.2
10	147240405	83.4
10	147291960	83.6
10	147343757	83.8
10	147395267	84
10	147451039	84.2
10	147583742	84.6
10	147663819	84.8
10	147724760	85.2
10	147799665	85.4
10	147881110	85.6
10	147932535	85.8
10	147982909	86
10	148025699	86.2
10	148081371	86.4
10	148133268	86.6
10	148184973	86.8
10	148343746	87.4
10	148394254	87.6
10	148449019	87.8
10	148552847	88.2
10	148631206	88.4
10	148652296	88.6
10	148713115	88.8
10	148772778	89
10	148826819	89.2
10	148880855	89.4
10	148932762	89.6
10	148984495	89.8
10	149067845	90
10	149147123	90.4
10	149204032	90.6
10	149257948	90.8
10	149273022	91
10	149301203	91.2
10	149342029	91.4
10	149377981	91.6
10	149414338	91.8
10	149449527	92
10	149486584	92.2
10	149522000	92.4
10	149557658	92.6
10	149593316	92.8
10	149627089	93
10	149662750	93.2
10	149698764	93.4
10	149735114	93.6
10	149772006	93.8
10	149810308	94
10	149847198	94.2
10	149884080	94.4
10	149921929	94.6
10	149957974	94.8
10	149994548	95
10	150035041	95.2
10	150074236	95.4
10	150125784	95.6
		
10	150199551	96
10	150213491	96.2
10	150259663	96.4
10	150297579	96.6
10	150333975	96.8
10	150370864	97
10	150408248	97.2
10	150424799	97.6
10	150469134	97.8
10	150569445	98.2
10	150587380	98.4
10	150621721	98.6
10	150658647	98.8
10	150707965	99.2
10	150743988	99.4
10	150793626	99.6
10	150827127	99.8
10	150970146	100.4
10	150983392	100.6
10	151032037	100.8
10	151070619	101
10	151109341	101.2
10	151145454	101.4
10	151182300	101.6
10	151225671	101.8
10	151308058	102.2
10	151352696	102.4
10	151402916	102.6
10	151453139	102.8
10	151503348	103
10	151553466	103.2
10	151604126	103.4
10	151654356	103.6
10	151705817	103.8
10	151763142	104
10	151813362	104.2
10	151869228	104.4
10	151940154	104.8
10	152004324	105
10	152054958	105.2
10	152105185	105.4
10	152158245	105.6
10	152203649	105.8
10	152296861	106.2
10	152326928	106.4
